method,split,seed,mean_success,ci95_success,mean_valid_invariance_retention,ci95_valid_invariance_retention,mean_invalid_invariance_rejection,ci95_invalid_invariance_rejection,mean_action_equivalence_f1,ci95_action_equivalence_f1,mean_false_invariance_acceptance,ci95_false_invariance_acceptance,mean_contact_frame_violation,ci95_contact_frame_violation,mean_affordance_violation,ci95_affordance_violation,mean_temporal_order_violation,ci95_temporal_order_violation,mean_unsafe_action,ci95_unsafe_action,mean_calibration_ece,ci95_calibration_ece,mean_intervention_cost,ci95_intervention_cost,mean_observation_equivalence_score,ci95_observation_equivalence_score,mean_action_equivalence_score,ci95_action_equivalence_score,mean_physical_validity_margin,ci95_physical_validity_margin,mean_over_invariance_rate,ci95_over_invariance_rate,mean_regret_to_oracle,ci95_regret_to_oracle,mean_utility,ci95_utility,groups
physics_consistency_classifier,valid_perceptual_shift,2,0.691667,0.037705,0.470833,0.047129,0.625,0.043292,0.529167,0.046042,0.058333,0.022581,0.0375,0.015347,0.035417,0.018093,0.0125,0.011291,0.04375,0.019914,0.064583,0.02054,0.147917,0.031291,0.502083,0.040882,0.508333,0.048236,0.6,0.047067,0.064583,0.026307,0.189583,0.041801,0.765052,0.036979,80
physics_consistency_classifier,valid_perceptual_shift,3,0.720833,0.039317,0.48125,0.048963,0.614583,0.036566,0.522917,0.037545,0.054167,0.021568,0.033333,0.016842,0.029167,0.013965,0.014583,0.010385,0.033333,0.019621,0.05625,0.020083,0.15625,0.033556,0.527083,0.04665,0.510417,0.041232,0.575,0.044218,0.058333,0.024723,0.1625,0.038536,0.790927,0.038734,80
physics_consistency_classifier,valid_perceptual_shift,4,0.727083,0.041599,0.4875,0.042614,0.5875,0.041081,0.51875,0.040675,0.1,0.032146,0.035417,0.017134,0.035417,0.017134,0.027083,0.013558,0.033333,0.016842,0.077083,0.025293,0.164583,0.033125,0.53125,0.046885,0.489583,0.042839,0.59375,0.043035,0.079167,0.026614,0.1875,0.042455,0.782552,0.038782,80
physics_consistency_classifier,valid_perceptual_shift,5,0.73125,0.040048,0.495833,0.046115,0.595833,0.036186,0.564583,0.038324,0.095833,0.027733,0.05625,0.019224,0.029167,0.015126,0.029167,0.015126,0.025,0.014352,0.0625,0.021252,0.18125,0.037297,0.514583,0.045828,0.508333,0.043448,0.59375,0.038915,0.070833,0.022337,0.183333,0.039241,0.790594,0.036751,80
physics_consistency_classifier,valid_perceptual_shift,6,0.735417,0.035201,0.477083,0.048181,0.589583,0.040655,0.539583,0.048704,0.102083,0.026307,0.033333,0.016842,0.033333,0.015808,0.025,0.013123,0.039583,0.017668,0.064583,0.0236,0.172917,0.031532,0.56875,0.047812,0.560417,0.042799,0.625,0.042505,0.058333,0.026053,0.185417,0.036288,0.800719,0.034701,80
physics_consistency_classifier,valid_perceptual_shift,7,0.660417,0.04327,0.5125,0.043399,0.622917,0.043387,0.533333,0.038283,0.08125,0.027865,0.05625,0.023204,0.041667,0.016942,0.025,0.014352,0.04375,0.019914,0.085417,0.02465,0.179167,0.033772,0.51875,0.047564,0.49375,0.039603,0.625,0.044825,0.066667,0.022204,0.247917,0.043871,0.72499,0.042963,80
physics_consistency_classifier,valid_perceptual_shift,8,0.675,0.041459,0.454167,0.047201,0.583333,0.045013,0.497917,0.047386,0.089583,0.027835,0.047917,0.01762,0.041667,0.016942,0.016667,0.011026,0.033333,0.014701,0.054167,0.019075,0.18125,0.034474,0.49375,0.036956,0.5,0.048271,0.58125,0.045011,0.079167,0.027854,0.239583,0.041436,0.736219,0.042017,80
physics_consistency_classifier,valid_perceptual_shift,9,0.677083,0.04625,0.472917,0.049118,0.60625,0.050072,0.50625,0.041273,0.085417,0.023956,0.047917,0.021108,0.0375,0.017409,0.027083,0.013558,0.05,0.01874,0.0375,0.017409,0.179167,0.033268,0.489583,0.047688,0.508333,0.0353,0.575,0.047174,0.08125,0.025984,0.233333,0.050192,0.731417,0.044772,80
proposed_physical_invariance_audit_v4,affordance_break,0,0.725,0.041541,0.552083,0.043717,0.75625,0.037184,0.627083,0.044349,0.066667,0.022204,0.022917,0.012657,0.029167,0.015126,0.020833,0.012155,0.041667,0.015914,0.070833,0.022337,0.164583,0.031559,0.645833,0.042851,0.5625,0.043632,0.752083,0.038103,0.052083,0.019787,0.175,0.043448,0.815969,0.038824,80
proposed_physical_invariance_audit_v4,affordance_break,1,0.739583,0.041436,0.56875,0.044139,0.739583,0.038037,0.6,0.045237,0.064583,0.024305,0.027083,0.014751,0.025,0.013123,0.014583,0.010385,0.05,0.019621,0.045833,0.019251,0.191667,0.040303,0.625,0.043292,0.6125,0.047129,0.73125,0.040882,0.05625,0.022464,0.152083,0.037297,0.823208,0.037283,80
proposed_physical_invariance_audit_v4,affordance_break,2,0.727083,0.040363,0.533333,0.044787,0.760417,0.036218,0.597917,0.046012,0.06875,0.022276,0.022917,0.013927,0.025,0.013123,0.025,0.015484,0.03125,0.016532,0.077083,0.0217,0.220833,0.039744,0.65,0.047067,0.641667,0.038591,0.710417,0.047475,0.05625,0.020083,0.177083,0.038697,0.809302,0.03455,80
proposed_physical_invariance_audit_v4,affordance_break,3,0.733333,0.045978,0.585417,0.040675,0.75,0.042703,0.652083,0.041579,0.05,0.020463,0.039583,0.019486,0.041667,0.01883,0.027083,0.014751,0.022917,0.015091,0.058333,0.020214,0.19375,0.032586,0.658333,0.044598,0.604167,0.044778,0.716667,0.042465,0.05,0.020463,0.16875,0.04329,0.811062,0.041258,80
proposed_physical_invariance_audit_v4,affordance_break,4,0.708333,0.044447,0.589583,0.043465,0.71875,0.044101,0.602083,0.039624,0.08125,0.026626,0.033333,0.014701,0.022917,0.013927,0.008333,0.00801,0.027083,0.015855,0.060417,0.025492,0.158333,0.033332,0.610417,0.047546,0.625,0.039627,0.722917,0.041882,0.058333,0.021821,0.1875,0.044778,0.788781,0.041889,80
proposed_physical_invariance_audit_v4,affordance_break,5,0.76875,0.03652,0.6125,0.046042,0.7125,0.041081,0.5875,0.049642,0.079167,0.027854,0.039583,0.018599,0.027083,0.014751,0.01875,0.011613,0.022917,0.013927,0.070833,0.021568,0.214583,0.037297,0.625,0.044065,0.589583,0.050307,0.685417,0.037207,0.091667,0.025923,0.14375,0.034743,0.846698,0.03384,80
proposed_physical_invariance_audit_v4,affordance_break,6,0.729167,0.040418,0.570833,0.042216,0.71875,0.041741,0.610417,0.045736,0.0625,0.027488,0.033333,0.016842,0.03125,0.015477,0.027083,0.014751,0.033333,0.015808,0.091667,0.025263,0.23125,0.033631,0.614583,0.044101,0.545833,0.04648,0.745833,0.036741,0.064583,0.026941,0.166667,0.040678,0.810896,0.036216,80
proposed_physical_invariance_audit_v4,affordance_break,7,0.79375,0.03732,0.552083,0.042143,0.795833,0.037198,0.664583,0.044823,0.041667,0.016942,0.045833,0.020109,0.027083,0.015855,0.014583,0.010385,0.045833,0.019251,0.066667,0.022952,0.185417,0.034376,0.658333,0.040636,0.625,0.042106,0.739583,0.039346,0.04375,0.019048,0.14375,0.037992,0.873625,0.030966,80
proposed_physical_invariance_audit_v4,affordance_break,8,0.752083,0.037658,0.547917,0.050725,0.772917,0.034985,0.577083,0.046831,0.079167,0.023226,0.029167,0.015126,0.033333,0.017817,0.010417,0.008896,0.0375,0.017409,0.058333,0.018468,0.204167,0.039402,0.6125,0.043399,0.610417,0.041068,0.710417,0.035701,0.052083,0.019787,0.145833,0.033065,0.830552,0.033615,80
proposed_physical_invariance_audit_v4,affordance_break,9,0.754167,0.04025,0.595833,0.041814,0.716667,0.042465,0.658333,0.043448,0.070833,0.023081,0.020833,0.013473,0.047917,0.018554,0.027083,0.016886,0.035417,0.018093,0.0625,0.020442,0.185417,0.03287,0.60625,0.044349,0.6,0.044485,0.7375,0.040584,0.06875,0.023743,0.164583,0.037433,0.835906,0.035972,80
proposed_physical_invariance_audit_v4,contact_frame_break,0,0.73125,0.038324,0.583333,0.040261,0.73125,0.039196,0.61875,0.041983,0.072917,0.024547,0.033333,0.017817,0.029167,0.015126,0.029167,0.015126,0.033333,0.015808,0.05,0.01874,0.179167,0.033772,0.658333,0.044975,0.622917,0.042996,0.739583,0.040195,0.054167,0.023801,0.16875,0.035105,0.812094,0.034009,80
proposed_physical_invariance_audit_v4,contact_frame_break,1,0.727083,0.038214,0.597917,0.040551,0.704167,0.038095,0.602083,0.039624,0.072917,0.025226,0.035417,0.015035,0.029167,0.015126,0.020833,0.012155,0.022917,0.012657,0.060417,0.021148,0.202083,0.030581,0.5875,0.046115,0.579167,0.044627,0.735417,0.037523,0.06875,0.025125,0.15,0.036569,0.810573,0.037345,80
proposed_physical_invariance_audit_v4,contact_frame_break,2,0.75,0.041905,0.570833,0.040998,0.714583,0.039496,0.622917,0.039303,0.0625,0.024223,0.0375,0.017409,0.054167,0.023081,0.020833,0.013473,0.014583,0.010385,0.0625,0.021252,0.175,0.032303,0.63125,0.038849,0.629167,0.041081,0.720833,0.043008,0.06875,0.021504,0.141667,0.033934,0.829073,0.03695,80
proposed_physical_invariance_audit_v4,contact_frame_break,3,0.697917,0.041942,0.572917,0.044197,0.71875,0.039239,0.610417,0.044235,0.06875,0.025125,0.047917,0.01762,0.01875,0.011613,0.016667,0.012464,0.0375,0.016411,0.054167,0.021568,0.1875,0.031496,0.654167,0.046042,0.629167,0.047201,0.727083,0.043192,0.058333,0.021821,0.195833,0.038885,0.780135,0.039959,80
proposed_physical_invariance_audit_v4,contact_frame_break,4,0.735417,0.03797,0.575,0.046815,0.722917,0.038958,0.608333,0.043136,0.06875,0.019872,0.01875,0.011613,0.033333,0.016842,0.020833,0.014672,0.027083,0.015855,0.054167,0.021568,0.185417,0.033379,0.622917,0.044158,0.620833,0.051314,0.727083,0.038653,0.08125,0.027253,0.15625,0.038258,0.816812,0.034268,80
proposed_physical_invariance_audit_v4,contact_frame_break,5,0.689583,0.041395,0.583333,0.042306,0.73125,0.038324,0.579167,0.048611,0.060417,0.022689,0.0375,0.016411,0.022917,0.013927,0.022917,0.012657,0.03125,0.014345,0.070833,0.0245,0.183333,0.038809,0.602083,0.044823,0.64375,0.047475,0.735417,0.044139,0.052083,0.018914,0.2,0.040844,0.778698,0.039941,80
proposed_physical_invariance_audit_v4,contact_frame_break,6,0.735417,0.040132,0.572917,0.052572,0.73125,0.04329,0.639583,0.037859,0.075,0.025923,0.039583,0.016685,0.020833,0.014672,0.01875,0.011613,0.047917,0.022651,0.060417,0.020334,0.202083,0.033732,0.625,0.044825,0.564583,0.044823,0.722917,0.045736,0.0625,0.023515,0.152083,0.036842,0.81725,0.036509,80
proposed_physical_invariance_audit_v4,contact_frame_break,7,0.739583,0.038915,0.54375,0.042602,0.729167,0.039573,0.6125,0.04417,0.066667,0.025062,0.029167,0.013965,0.022917,0.013927,0.008333,0.00801,0.035417,0.015035,0.08125,0.023956,0.1875,0.038272,0.622917,0.041801,0.6375,0.042614,0.7375,0.034758,0.0625,0.022786,0.16875,0.039624,0.824156,0.035546,80
proposed_physical_invariance_audit_v4,contact_frame_break,8,0.741667,0.039797,0.570833,0.043399,0.758333,0.038503,0.60625,0.044349,0.06875,0.023743,0.03125,0.014345,0.027083,0.014751,0.010417,0.008896,0.03125,0.015477,0.066667,0.024379,0.177083,0.035033,0.6125,0.04677,0.639583,0.042878,0.735417,0.040551,0.0625,0.025579,0.170833,0.037649,0.823312,0.03611,80
proposed_physical_invariance_audit_v4,contact_frame_break,9,0.70625,0.042003,0.585417,0.045011,0.710417,0.045291,0.608333,0.045424,0.072917,0.025226,0.027083,0.014751,0.020833,0.013473,0.016667,0.011026,0.029167,0.015126,0.045833,0.018353,0.208333,0.036057,0.614583,0.037025,0.59375,0.047511,0.677083,0.039131,0.054167,0.02077,0.197917,0.042343,0.782156,0.038826,80
proposed_physical_invariance_audit_v4,heldout_mixed_invariance_stress,0,0.745833,0.040668,0.545833,0.040668,0.735417,0.040965,0.60625,0.040779,0.060417,0.022689,0.045833,0.017409,0.03125,0.014345,0.010417,0.010626,0.039583,0.021148,0.05625,0.022464,0.216667,0.036476,0.641667,0.038591,0.6,0.043331,0.75,0.038106,0.085417,0.025984,0.139583,0.032063,0.828396,0.038757,80
proposed_physical_invariance_audit_v4,heldout_mixed_invariance_stress,1,0.714583,0.044709,0.570833,0.046042,0.735417,0.03797,0.5875,0.045004,0.066667,0.025062,0.033333,0.016842,0.035417,0.015035,0.022917,0.015091,0.027083,0.015855,0.070833,0.022337,0.183333,0.033685,0.627083,0.041599,0.602083,0.039624,0.75625,0.031264,0.052083,0.018914,0.183333,0.044103,0.797844,0.041898,80
proposed_physical_invariance_audit_v4,heldout_mixed_invariance_stress,2,0.716667,0.044787,0.5625,0.044399,0.741667,0.040219,0.59375,0.045328,0.06875,0.026435,0.022917,0.015091,0.029167,0.015126,0.016667,0.011026,0.022917,0.012657,0.054167,0.021568,0.183333,0.034673,0.5875,0.04648,0.616667,0.042861,0.708333,0.041296,0.058333,0.022581,0.15625,0.04082,0.801031,0.041004,80
proposed_physical_invariance_audit_v4,heldout_mixed_invariance_stress,3,0.727083,0.03777,0.55,0.041662,0.714583,0.037297,0.641667,0.043136,0.070833,0.022337,0.039583,0.018599,0.025,0.013123,0.022917,0.013927,0.016667,0.011026,0.066667,0.019792,0.2,0.036476,0.635417,0.046159,0.572917,0.040613,0.6875,0.045895,0.075,0.022431,0.1625,0.037198,0.814063,0.034706,80
proposed_physical_invariance_audit_v4,heldout_mixed_invariance_stress,4,0.708333,0.04047,0.5875,0.04149,0.710417,0.038871,0.616667,0.041255,0.075,0.024586,0.029167,0.016204,0.025,0.013123,0.029167,0.015126,0.033333,0.016842,0.064583,0.02499,0.20625,0.034499,0.560417,0.045104,0.60625,0.042799,0.7125,0.041895,0.064583,0.022123,0.18125,0.04278,0.792896,0.039719,80
proposed_physical_invariance_audit_v4,heldout_mixed_invariance_stress,5,0.70625,0.039942,0.58125,0.047564,0.720833,0.040166,0.575,0.043835,0.06875,0.021504,0.041667,0.017911,0.020833,0.012155,0.029167,0.013965,0.03125,0.017524,0.0875,0.022488,0.216667,0.037391,0.65,0.036569,0.625,0.0429,0.697917,0.0403,0.075,0.023889,0.170833,0.040668,0.789823,0.039283,80
proposed_physical_invariance_audit_v4,heldout_mixed_invariance_stress,6,0.7,0.042066,0.55625,0.043075,0.714583,0.041579,0.608333,0.046525,0.077083,0.025293,0.029167,0.015126,0.041667,0.017911,0.025,0.013123,0.04375,0.019048,0.089583,0.027222,0.202083,0.035678,0.627083,0.043581,0.570833,0.040998,0.7125,0.041081,0.054167,0.019941,0.208333,0.041703,0.78074,0.040051,80
proposed_physical_invariance_audit_v4,heldout_mixed_invariance_stress,7,0.708333,0.039198,0.535417,0.044139,0.764583,0.033732,0.622917,0.041801,0.08125,0.023956,0.016667,0.01602,0.041667,0.017911,0.020833,0.014672,0.022917,0.015091,0.066667,0.02143,0.214583,0.039921,0.620833,0.041895,0.589583,0.043851,0.710417,0.041801,0.058333,0.021033,0.170833,0.04025,0.794687,0.036225,80
proposed_physical_invariance_audit_v4,heldout_mixed_invariance_stress,8,0.714583,0.041983,0.622917,0.042996,0.733333,0.041337,0.5875,0.045748,0.072917,0.021622,0.035417,0.017134,0.033333,0.016842,0.025,0.014352,0.047917,0.019442,0.05625,0.022464,0.197917,0.037252,0.629167,0.041895,0.610417,0.044615,0.70625,0.041191,0.079167,0.025972,0.197917,0.042343,0.791146,0.039168,80
proposed_physical_invariance_audit_v4,heldout_mixed_invariance_stress,9,0.739583,0.046067,0.54375,0.04783,0.720833,0.037107,0.602083,0.044823,0.079167,0.022488,0.041667,0.019707,0.029167,0.017214,0.022917,0.013927,0.04375,0.019048,0.077083,0.025952,0.214583,0.033981,0.60625,0.043192,0.6,0.040926,0.741667,0.044975,0.058333,0.023317,0.166667,0.04721,0.812542,0.041971,80
proposed_physical_invariance_audit_v4,invalid_physical_shift,0,0.747917,0.042303,0.558333,0.043525,0.758333,0.037164,0.595833,0.047129,0.072917,0.025226,0.027083,0.015855,0.0375,0.018353,0.0125,0.00968,0.033333,0.014701,0.072917,0.023131,0.179167,0.033268,0.6,0.041743,0.629167,0.038095,0.75625,0.043075,0.06875,0.026435,0.15,0.039241,0.827146,0.039001,80
proposed_physical_invariance_audit_v4,invalid_physical_shift,1,0.75625,0.034352,0.54375,0.042602,0.777083,0.041477,0.564583,0.04329,0.083333,0.02396,0.029167,0.015126,0.01875,0.011613,0.01875,0.011613,0.029167,0.015126,0.05,0.022052,0.172917,0.030992,0.6125,0.042216,0.608333,0.052333,0.725,0.039456,0.054167,0.022337,0.145833,0.03255,0.838635,0.029784,80
proposed_physical_invariance_audit_v4,invalid_physical_shift,2,0.727083,0.043967,0.579167,0.042296,0.75,0.042306,0.602083,0.043678,0.0625,0.020442,0.029167,0.016204,0.025,0.014352,0.020833,0.013473,0.045833,0.017409,0.060417,0.021148,0.204167,0.03581,0.614583,0.048478,0.60625,0.043967,0.708333,0.041703,0.064583,0.02499,0.1625,0.044627,0.808365,0.041436,80
proposed_physical_invariance_audit_v4,invalid_physical_shift,3,0.716667,0.037839,0.552083,0.04486,0.727083,0.045104,0.641667,0.03815,0.06875,0.023021,0.039583,0.018599,0.03125,0.014345,0.022917,0.013927,0.022917,0.012657,0.047917,0.01762,0.204167,0.03286,0.63125,0.038849,0.625,0.040885,0.702083,0.042582,0.060417,0.024131,0.172917,0.040862,0.8065,0.036328,80
proposed_physical_invariance_audit_v4,invalid_physical_shift,4,0.708333,0.042106,0.575,0.041459,0.741667,0.037164,0.597917,0.042976,0.075,0.027195,0.027083,0.014751,0.016667,0.011026,0.01875,0.012986,0.039583,0.017668,0.054167,0.023801,0.1875,0.034563,0.5875,0.044627,0.591667,0.040636,0.735417,0.038412,0.05,0.020463,0.19375,0.044425,0.79426,0.041827,80
proposed_physical_invariance_audit_v4,invalid_physical_shift,5,0.766667,0.037027,0.6,0.043331,0.775,0.037255,0.6125,0.043399,0.08125,0.023956,0.035417,0.017134,0.025,0.016539,0.022917,0.013927,0.047917,0.019442,0.041667,0.016942,0.185417,0.033881,0.7,0.046271,0.575,0.044598,0.722917,0.042681,0.075,0.022431,0.125,0.036057,0.846354,0.032558,80
proposed_physical_invariance_audit_v4,invalid_physical_shift,6,0.7125,0.034367,0.560417,0.04905,0.727083,0.038214,0.639583,0.041273,0.072917,0.025226,0.039583,0.017668,0.020833,0.013473,0.014583,0.0119,0.029167,0.013965,0.064583,0.019701,0.202083,0.035201,0.666667,0.044256,0.597917,0.039282,0.733333,0.041743,0.05,0.020463,0.202083,0.03707,0.802219,0.033271,80
proposed_physical_invariance_audit_v4,invalid_physical_shift,7,0.745833,0.037198,0.59375,0.046067,0.720833,0.040166,0.602083,0.040882,0.104167,0.02491,0.039583,0.016685,0.033333,0.015808,0.01875,0.011613,0.035417,0.018093,0.05625,0.0217,0.197917,0.033931,0.633333,0.041255,0.59375,0.045699,0.729167,0.044399,0.064583,0.02499,0.152083,0.03348,0.824156,0.033601,80
proposed_physical_invariance_audit_v4,invalid_physical_shift,8,0.71875,0.039239,0.5625,0.047699,0.764583,0.036148,0.597917,0.041781,0.08125,0.027253,0.035417,0.017134,0.025,0.013123,0.020833,0.012155,0.03125,0.015477,0.072917,0.022389,0.166667,0.029631,0.616667,0.042066,0.620833,0.043477,0.679167,0.044551,0.045833,0.019251,0.18125,0.036842,0.801635,0.035382,80
proposed_physical_invariance_audit_v4,invalid_physical_shift,9,0.75625,0.037184,0.564583,0.045939,0.747917,0.038544,0.64375,0.046396,0.072917,0.02385,0.039583,0.01564,0.01875,0.011613,0.0125,0.00968,0.035417,0.016119,0.054167,0.021568,0.202083,0.036612,0.616667,0.046271,0.63125,0.043755,0.714583,0.044709,0.052083,0.021425,0.141667,0.035396,0.838865,0.032572,80
proposed_physical_invariance_audit_v4,nominal,0,0.76875,0.038324,0.59375,0.047154,0.733333,0.039241,0.654167,0.049913,0.052083,0.022948,0.025,0.014352,0.025,0.014352,0.004167,0.005738,0.020833,0.013473,0.01875,0.012986,0.160417,0.0331,0.65,0.039241,0.579167,0.046115,0.679167,0.048888,0.025,0.013123,0.145833,0.039573,0.857625,0.036531,80
proposed_physical_invariance_audit_v4,nominal,1,0.8,0.038283,0.59375,0.046795,0.735417,0.033227,0.677083,0.04625,0.029167,0.016204,0.016667,0.011026,0.010417,0.008896,0.01875,0.011613,0.01875,0.012986,0.020833,0.012155,0.177083,0.033556,0.714583,0.049032,0.572917,0.040613,0.6875,0.044778,0.047917,0.020292,0.145833,0.039573,0.879521,0.030973,80
proposed_physical_invariance_audit_v4,nominal,2,0.804167,0.038448,0.575,0.041459,0.752083,0.037207,0.672917,0.036956,0.033333,0.014701,0.020833,0.012155,0.022917,0.012657,0.010417,0.008896,0.027083,0.013558,0.020833,0.013473,0.15625,0.032534,0.675,0.040636,0.58125,0.048269,0.70625,0.039517,0.027083,0.015855,0.133333,0.035538,0.887719,0.03281,80
proposed_physical_invariance_audit_v4,nominal,3,0.791667,0.038765,0.6,0.045978,0.708333,0.045941,0.652083,0.045086,0.027083,0.014751,0.033333,0.016842,0.014583,0.010385,0.016667,0.011026,0.027083,0.014751,0.016667,0.011026,0.1625,0.035336,0.610417,0.04719,0.622917,0.045662,0.695833,0.041408,0.0375,0.018353,0.14375,0.034743,0.862448,0.030915,80
proposed_physical_invariance_audit_v4,nominal,4,0.797917,0.031666,0.560417,0.042799,0.74375,0.039815,0.65,0.043331,0.052083,0.0222,0.010417,0.008896,0.029167,0.015126,0.016667,0.011026,0.0125,0.011291,0.022917,0.012657,0.172917,0.033606,0.654167,0.040166,0.602083,0.044063,0.70625,0.041191,0.0375,0.016411,0.145833,0.033065,0.886021,0.027424,80
proposed_physical_invariance_audit_v4,nominal,5,0.75625,0.036264,0.5875,0.039829,0.739583,0.041027,0.647917,0.041497,0.035417,0.016119,0.025,0.013123,0.033333,0.015808,0.010417,0.008896,0.01875,0.012986,0.022917,0.012657,0.183333,0.031077,0.627083,0.043967,0.639583,0.037859,0.68125,0.04117,0.04375,0.017183,0.166667,0.038547,0.841969,0.032585,80
proposed_physical_invariance_audit_v4,nominal,6,0.785417,0.037747,0.554167,0.049574,0.735417,0.042183,0.658333,0.043057,0.039583,0.017668,0.0375,0.016411,0.027083,0.013558,0.014583,0.010385,0.004167,0.005738,0.01875,0.011613,0.202083,0.03797,0.620833,0.047201,0.64375,0.041395,0.658333,0.044598,0.039583,0.020334,0.141667,0.039026,0.868646,0.033456,80
proposed_physical_invariance_audit_v4,nominal,7,0.795833,0.035336,0.654167,0.045674,0.720833,0.034758,0.61875,0.039921,0.041667,0.016942,0.022917,0.013927,0.022917,0.012657,0.0125,0.011291,0.022917,0.013927,0.020833,0.013473,0.160417,0.032063,0.639583,0.04592,0.645833,0.042851,0.7,0.038722,0.0375,0.017409,0.141667,0.034428,0.87599,0.030832,80
proposed_physical_invariance_audit_v4,nominal,8,0.814583,0.035819,0.645833,0.037828,0.722917,0.041477,0.658333,0.042266,0.058333,0.021821,0.016667,0.011026,0.022917,0.013927,0.016667,0.011026,0.01875,0.011613,0.016667,0.012464,0.172917,0.028731,0.645833,0.043632,0.627083,0.041191,0.69375,0.041273,0.03125,0.015477,0.114583,0.032663,0.884906,0.028645,80
proposed_physical_invariance_audit_v4,nominal,9,0.764583,0.036612,0.6125,0.045674,0.747917,0.041902,0.6375,0.038448,0.052083,0.017999,0.020833,0.013473,0.027083,0.013558,0.014583,0.010385,0.035417,0.015035,0.01875,0.011613,0.15625,0.030938,0.670833,0.041081,0.610417,0.043075,0.679167,0.040584,0.035417,0.016119,0.16875,0.038324,0.849354,0.032107,80
proposed_physical_invariance_audit_v4,temporal_break,0,0.754167,0.040668,0.529167,0.041408,0.7375,0.038006,0.604167,0.039998,0.085417,0.025984,0.0375,0.017409,0.045833,0.019251,0.016667,0.012464,0.041667,0.016942,0.033333,0.014701,0.220833,0.033772,0.666667,0.043097,0.585417,0.040675,0.716667,0.044409,0.058333,0.020214,0.14375,0.038871,0.826729,0.036788,80
proposed_physical_invariance_audit_v4,temporal_break,1,0.722917,0.041882,0.55625,0.045736,0.720833,0.037559,0.597917,0.044898,0.06875,0.022276,0.022917,0.012657,0.016667,0.012464,0.020833,0.013473,0.01875,0.011613,0.060417,0.022689,0.216667,0.038283,0.608333,0.039026,0.5875,0.050984,0.741667,0.040636,0.079167,0.029041,0.172917,0.044044,0.806,0.037464,80
proposed_physical_invariance_audit_v4,temporal_break,2,0.73125,0.036979,0.6,0.044103,0.7625,0.034758,0.589583,0.045366,0.064583,0.022874,0.010417,0.008896,0.022917,0.013927,0.022917,0.012657,0.016667,0.012464,0.079167,0.023942,0.189583,0.037545,0.645833,0.039998,0.6,0.045609,0.735417,0.039709,0.064583,0.0236,0.15625,0.038697,0.821646,0.034287,80
proposed_physical_invariance_audit_v4,temporal_break,3,0.7125,0.039402,0.554167,0.043008,0.76875,0.033631,0.583333,0.040261,0.083333,0.028469,0.020833,0.012155,0.0125,0.011291,0.01875,0.012986,0.035417,0.018093,0.0625,0.020442,0.214583,0.036381,0.670833,0.04149,0.614583,0.048129,0.702083,0.041375,0.079167,0.026614,0.160417,0.039603,0.7995,0.038051,80
proposed_physical_invariance_audit_v4,temporal_break,4,0.725,0.041945,0.614583,0.042937,0.722917,0.039815,0.639583,0.040446,0.064583,0.026307,0.025,0.013123,0.020833,0.012155,0.016667,0.011026,0.0625,0.024223,0.0625,0.021252,0.214583,0.040342,0.647917,0.043094,0.595833,0.049913,0.716667,0.033584,0.058333,0.021821,0.1625,0.043864,0.8135,0.04085,80
proposed_physical_invariance_audit_v4,temporal_break,5,0.716667,0.041255,0.5625,0.036465,0.710417,0.03973,0.614583,0.047777,0.066667,0.02143,0.029167,0.016204,0.029167,0.015126,0.01875,0.011613,0.03125,0.014345,0.058333,0.021033,0.172917,0.032586,0.639583,0.048076,0.610417,0.046104,0.725,0.043525,0.05625,0.020083,0.179167,0.038885,0.799333,0.03602,80
proposed_physical_invariance_audit_v4,temporal_break,6,0.7875,0.035336,0.579167,0.04025,0.741667,0.041864,0.5875,0.044247,0.09375,0.02716,0.027083,0.014751,0.022917,0.012657,0.014583,0.0119,0.033333,0.01874,0.05625,0.020083,0.19375,0.036956,0.591667,0.041459,0.591667,0.045349,0.691667,0.035869,0.05,0.019621,0.102083,0.031559,0.863302,0.030384,80
proposed_physical_invariance_audit_v4,temporal_break,7,0.720833,0.03524,0.595833,0.047129,0.708333,0.04368,0.622917,0.040153,0.05,0.022052,0.0375,0.016411,0.022917,0.012657,0.025,0.013123,0.045833,0.019251,0.058333,0.019361,0.197917,0.034912,0.63125,0.040551,0.5875,0.04025,0.704167,0.042693,0.05625,0.02392,0.185417,0.034864,0.804688,0.032922,80
proposed_physical_invariance_audit_v4,temporal_break,8,0.733333,0.035633,0.575,0.042266,0.745833,0.042296,0.64375,0.042203,0.066667,0.024379,0.03125,0.014345,0.014583,0.010385,0.016667,0.011026,0.029167,0.016204,0.060417,0.024131,0.2125,0.034367,0.620833,0.04025,0.595833,0.05255,0.708333,0.043292,0.066667,0.023676,0.177083,0.034055,0.820865,0.033353,80
proposed_physical_invariance_audit_v4,temporal_break,9,0.783333,0.034575,0.5625,0.041652,0.747917,0.041902,0.639583,0.040862,0.06875,0.024444,0.01875,0.011613,0.029167,0.016204,0.025,0.014352,0.033333,0.01874,0.0625,0.021252,0.2,0.032563,0.577083,0.041477,0.63125,0.044898,0.716667,0.040008,0.041667,0.01883,0.11875,0.032456,0.863365,0.030303,80
